Teks;Lokasi;Waktu;User;Label
b'Kuda atau Wajah, yang Pertama Kamu Lihat Ungkap Nasib Percintaanmu https://t.co/sTd6FC8cHy';;05/11/18 10.25;liputan6dotcom;0
b'Terus Digerus Air, Jalan Kabupaten Makin Mengkhawatirkan https://t.co/pILOC1M3d3';;05/11/18 10.25;galamedianews;0
b'Kangeeeen \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/7Ah7y87rSU';;05/11/18 10.25;dyah_angrh;0
b'@poppydellarosa Dari jauh kayak alva @Cak_Alpha';;05/11/18 10.25;rifkytrisna25;0
b'@askmenfess line twitter spotify';;05/11/18 10.25;cesslv;0
b'@sugashxx @BTS_twt @charlieputh same :((((((';;05/11/18 10.25;halugirl_;0
b'yeah';;05/11/18 10.25;Pemain_Muda;0
b'@askmenfess selama masih bisa makan enak plus gigi masih kuat hajaaar';;05/11/18 10.25;sayangjongdae;0
b'@Kiiiyak the thing goes skrraa papapapapap skidipapap';;05/11/18 10.25;dmoodygirl;0
b'Ada yg sudah ikut #cocofestindonesia ? https://t.co/5qMwTN20KR';Ngaglik;05/11/18 10.25;dian_ismy;0
b'I posted a new video to Facebook https://t.co/BIzaMqC5X6';;05/11/18 10.25;Must_hand;0
b'@rlthingy2 99';;05/11/18 10.25;mltfndm17;0
b'@danisbaghti_ Seperti melawan kemustahilan gan';;05/11/18 10.25;raihansn_;0
b'@indradolk carilah org yang mau menerima kemiskinanmu';;05/11/18 10.25;ngopidara;0
b'@M_DesyJKT48 Se natural mungkin aku lebih suka~\n\nAlias mata mu itu loh mbak... Capek betul :(';;05/11/18 10.25;MchDimas;0
b'@kompascom Makanya belajaaaaaaaaaaaaaaar mana gurauan,mana fitnah,mana kritik,diri sendiri selalu paling benar,perasaan kelompok anda ini tdk pernah merasa bersalah';;05/11/18 10.25;H_Sihombing54;0
b'BCA pertahankan ROA 3,86% sampai akhir 2018 https://t.co/zMbT8aXxAi #bank';;05/11/18 10.25;KontanNews;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.25;SSaelina;0
b'Goal-ID | Jadwal TV Siaran Langsung Sepakbola Hari Ini https://t.co/2epghzzmcl';;05/11/18 10.25;KnuckleHeadFC;0
b'Itu kan dulu \xf0\x9f\x98\x81 https://t.co/cgtbfaXaUe';;05/11/18 10.25;HM_Malik19;0
b'@askmenfess Gue kira ini sogokan telinga :v';;05/11/18 10.25;inielusomuch;0
b'@BadmintonTalk tty wdn bagas atas nozomi enak bener';;05/11/18 10.25;CRedlif;0
b'Bsk tebar bunga di lokasi jatuhnya pesawat lion air jt-610. Lusa, hari terakhir evakuasi. Ya Allah\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad';;05/11/18 10.25;ditaawardani;0
b'@SpagnerLarry Yeah I do, 4 days out the week \xf0\x9f\x98\xa9';;05/11/18 10.25;groovyken1;0
b'https://t.co/HnUeUA9g4j';;05/11/18 10.25;ZatrianaArman;0
b'@limalimatango Knp nda? Siapa yg jahat?';;05/11/18 10.25;Roroellies;0
b'@kilasansenja Altha setan!';;05/11/18 10.25;radindinc;0
b'Semangat warga untuk mengkampanyekan keselamatan berkendara di Kampung Kembang Kuning I memang mantap. Mulai dari anak-anak sampai warga dewasa terlibat dalam berbagai kegiatan dalam acara Honda Safety Riding Kelana Kota yang diadakan, Sabtu (3/11) lalu. https://t.co/VfGQiC4ir0';;05/11/18 10.25;e100ss;0
b'@Anisyoooo Thank youu \xf0\x9f\x98\x84';;05/11/18 10.25;Arana68194317;0
b'Bila kan baik bagimu.\nKelak kan baik bagiku. \n\n\xe2\x80\x94Takkan Apa \xf0\x9f\x8e\xb6';;05/11/18 10.25;mustikariandini;0
b'Mau membersihkan teman2 fb ...akun yg tidak aktif di remove ...';;05/11/18 10.25;mahendrajunti;0
"b""Yeah I'm a bot!! What now?!""";;05/11/18 10.25;TyTyBotTime;0
b'Ya Allah lagi pusing mual gini autocad gak bisa diajak kerjasama.';;05/11/18 10.25;cewekteknik;0
b'Salah satu undangan yang sering dipilih orang.. @ Amuntai, Kalimantan Selatan, Indonesia https://t.co/1N3w3J56uP';South Borneo;05/11/18 10.25;Dedd_me;0
b'@raraajeng_A tetapi jika ada yang bisa membuat tersenyum.. jadu ada yang buat tersenyum...';;05/11/18 10.25;yuanishanur;0
b'@mandiricard #mandiripromo';;05/11/18 10.25;marthin_manalu1;0
"b""Je t'attends sur #Eurolive, rejoins-moi ! https://t.co/iXmm6CKAlR""";;05/11/18 10.25;Miley_Big_Booty;0
"b'""..North South Link (NSL) di Bandung.. jadi bandung nggak macet lagi tuh tapi semua (tol) elevated,"" jelas Direktur Utama CMNP, Tito Sulistio.\n\nhttps://t.co/ymcyx40rFs'";;05/11/18 10.25;detikfinance;0
b'Wajib hukumnya bawa uang cash min 50rb, kan gatau kalau dijalan bakal ada apa\xf0\x9f\x98\x93';;05/11/18 10.25;rizqinafi;0
"b'Berbukalah dengan yang manis"" https://t.co/OwHbe6XD50'";;05/11/18 10.25;Shulkhan86;0
b'set6 dah malez kerja';;05/11/18 10.25;xnfeb;0
b'Meski luas area ruangan terbatas bukan berarti ide Anda dalam memaksimalkan ruangan juga ikut menyusut. Yuk, aplikasikan 5 tips ini untuk ciptakan kesan lapang di rumah Anda.\n\nhttps://t.co/nuDoXsan75';;05/11/18 10.25;beautyjournalid;0
b'Kanjeng Nabi https://t.co/uyD3DmGIWT';;05/11/18 10.25;Afif_Azmi23;0
b'@debrisumule @spesdelune HAHAHAHHAA KOK KESEL SIHHHHH LEMPENG BANGET MUKANYA';;05/11/18 10.25;yourLAYdy;0
b'@harryloveschika Ini filmnya otomatis ke dowoad kan?';;05/11/18 10.25;desimarianas;0
b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\x9f \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\xa8 \xe0\xa4\xb2\xe0\xa4\x97\xe0\xa4\xbf\xe0\xa4\x8f\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa5\xa9\xe0\xa5\xad \xe0\xa4\x9a\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa5\x80\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x89\xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb0, \xe0\xa5\xa9 \xe0\xa4\x9c\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x87 \xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xa0\xe0\xa5\x80\xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\x9f https://t.co/sRYTL1tHyK via @Hamro canvas';;05/11/18 10.25;CanvasHamro;0
b'@SaulRaja ini kasusnya cut memey?';;05/11/18 10.25;heynads_;0
b'@HannahTrigwell \xf0\x9f\x99\x8b\xf0\x9f\x99\x8b\xf0\x9f\x99\x8b';;05/11/18 10.25;henyku1;0
b'@A_ZeeJKT48 kerja sama itu lebih penting dr kecerdasan tauk krn kecerdasab tiap orang beda2 begitu kata jajang taylor';Cileungsi;05/11/18 10.24;rearxyz;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.24;sangayukartini;0
b'@mandiricare layanan aplikasi e-cash normalnya kapan??';;05/11/18 10.24;ichalsmiler;0
b'heheheheheh mau marah';;05/11/18 10.24;clairdetoile;0
b'@Julie_JKT48 uwu';;05/11/18 10.24;Setiawan23_;0
b'@loveischaeng BENEEERRR OUR GIRLS DID THAT \xf0\x9f\x98\xad\xf0\x9f\x98\xad#YESORYES';;05/11/18 10.24;goddessjihyos;0
b'@Lwazneka I want him to break these records. 147 Premier league goals are too less for the club like Chelsea..';;05/11/18 10.24;gsmgaurav;0
b'@neoculturetcnlg Haiii aku intan 03l :)';;05/11/18 10.24;wannablelight;0
b'@moxpeach @koreanthingy Adaapa??';;05/11/18 10.24;singuflarity;0
b'Apa iya kalo cewe tinggi nikah sama cowo tinggi anaknya jadi kek tower';;05/11/18 10.24;indaaahapr_;0
b'@lrapksj Gabisa masuk twt, dicurigai sbg bot...\nSedih akutuh';;05/11/18 10.24;peachmonstar;0
b'If you lose be patient. If you win, stay humble.';;05/11/18 10.24;AanDevita_;0
b'should I wait?.. nah fuck u';;05/11/18 10.24;__eternalsins;0
b'@rlthingy Udahh. Enakk, ada selai stroberinya gt\xf0\x9f\x98\x82 tapi menurut aku lebih enak yang oreo';;05/11/18 10.24;Anisanrazzh;0
b'@CERITA48 GEMAAAAS BGT';;05/11/18 10.24;origamioregano;0
b'@AsboenThea Baik, mohon kesediaannya untuk menunggu follow up dari tim kami. Terima kasih.';;05/11/18 10.24;OLX_Indonesia;0
"b""@rlthingy Tinggal di edit dikit, I'll rate 8.78""";;05/11/18 10.24;chiiisberger;0
b'@galstynn Kamu juga to ga hahaha';;05/11/18 10.24;Aditya_TheBilly;0
"b""#enjoy \xe2\x9d\xa3 @ Domino's Pizza Villa Melati Mas https://t.co/IyggTP9NzP""";;05/11/18 10.24;hardiana_dianol;0
b'Nah, waktu menjadi Wapres itu, bisnis Kalla dan keluarganya berkembang supercepat. Kok bisa? https://t.co/Ubx3YIK7R6';;05/11/18 10.24;SashaAlexiis;0
b'@Dwiyana_DKM Tetap pilih jokowi';;05/11/18 10.24;MahesaTiwi;1
b'https://t.co/lmPjfZAT8R';;05/11/18 10.24;Guru_Bangsa;0
b'Ombak itu hanya pura-pura tegar,\nIa tak pernah mau jujur pada dirinya sendiri. Seperti perasaanku.';Tawang;05/11/18 10.24;Kabutkelabu_;0
b'@RestyCayah guwah ge ga kaget,, biasa aja sih... \nudah mau muncul PBB nya, eh belum 2019 udah mau tenggelam lagi,,,priben jeh...';;05/11/18 10.24;hardiansyahj;0
b'@emosijiwakucom makassar besok boleh di coba nh tips nya @PSM_Makassar @PSMku';;05/11/18 10.24;AlfianGangsta33;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.24;rezadsagita;0
b'Junsu and his favorite chief \xe2\x98\xba\xef\xb8\x8f https://t.co/XxfYVb7FJF';;05/11/18 10.24;dysabevs;0
"b""@puddinjm hopefully all your desires are achieved and granted, all matters are facilitated and carried out\n\nAnd i'm really really want armybomb because i'm army and i don't have armybomb. so, I wish i was lucky and could have it\n\nReally really want it""";;05/11/18 10.24;SWahyunicng;0
b'@mohmahfudmd prof,Indonesia masih lucu aja yah,ndaftar jadi driver ojek online, perusahaan ,pake SKCK, ndaftar calon legislatif kok malah enggak ya..';;05/11/18 10.24;achmadfairuz7;0
b'M a n t a n https://t.co/dj4wej8D9C';;05/11/18 10.24;stuckonryu;0
b'Apapun yg kita lakukan hr ini semoga ALLAH SWT berikan keberkahan dan memberikan hasil sesuai yg diharapkan..';;05/11/18 10.24;DhuhaLovers;0
"b""I'm at Horison Hotel Seminyak in Seminyak https://t.co/a2AetCGUiA""";Kuta;05/11/18 10.24;gladeesann;0
b'https://t.co/ulzeVxKLHs';;05/11/18 10.24;Jualan_inside;0
b'Naegachechalaga che che che chalaga';;05/11/18 10.24;arwygh_;0
b'@ssiiggiitt Mhn maaf atas kendala yang di alami, jika Bpk Sigit Ingin hubungi layanan perbankan maka kami sarankan hubungi 1500888 tekan 1 tekan 1 tekan 0.  :) Tks ^Apri';;05/11/18 10.24;HaloBCA;0
b'wik, \n    wik wik wik wik\nwik wik wik\n     ahhh\n         ah ah ah ahhHHHhh';;05/11/18 10.24;RizkyDemas;0
b'@driiLuckmyeon Kagak. Terlalu malem, bingung plngnya.';;05/11/18 10.24;Ristiatha;0
b'Telah dilaknati orang-orang ingkar dari Bani Israil dengan lisan Daud dan Isa putera Maryam (5:78)';;05/11/18 10.24;TeladanRasulKu;0
b'@mochamadarip @Aryprasetyo85 @jokowi Kalau dulu  koperasi,  hanya  bahasa nya saja sebenarnya.  Tetapi  gpp  anak  zaman  now  mungkin  lebih  mengenal  istilah  tsb.';;05/11/18 10.24;sinthyamaniez;0
b'@diarybroduce di aku hehe';;05/11/18 10.24;chantheaegi;0
b'\xe2\xa4\xb7 Media Sosial';;05/11/18 10.24;daiybreak;0
b'@rlthingy2 mie ayam\nmie kuah\nsendok\nmie ayam pake kuah\nes teh manis';;05/11/18 10.24;akumahapaan;0
b'@Kimochiii_ TKO!';;05/11/18 10.24;wakadol2012;0
b'@P3nj3l4j4h Lah kabinet jokowi itu bagi2 jabatan semua bro..biasa aja..namanya politik';;05/11/18 10.24;MadiEryus;2
b'Rasulullah bersabda,\xc2\xa0\n.\n\xe2\x80\x9cAjarilah anak-anak kalian berkuda, berenang dan memanah\xe2\x80\x9d\xc2\xa0(Riwayat Sahih Bukhari/Muslim)\n.\nSabda Rasulullah SAW :\xc2\xa0\n.\n\xe2\x80\x9cLemparkanlah (panah) dan tunggangilah\xe2\x80\xa6 https://t.co/PoAc9Vj02f';;05/11/18 10.24;erlinabinjai;0
b'https://t.co/uP5sPij788';;05/11/18 10.24;SulastriUsanggo;0
b'@ShoutOut3Sub https://t.co/IXTkTfJSTD';;05/11/18 10.24;TIGAxNAOMl;0
b'@octaviawulandr @Mencekammm @bertinder @partweetcipant Mencrott ke senggol warga sekitar... Bisa gitu ya wkwkwk';;05/11/18 10.24;_idr86;0
b'@azumi_tsuyoshie Ini yg selalu membikin nge-lag twittermu, harus log-out dulu agar bisa log-in.';;05/11/18 10.24;delasalute;0
b'@SOCIAL8TE Saya kan sibuk saram\xf0\x9f\x98\x94';;05/11/18 10.24;sebariskisah;0
b'Tekprod selasa tgl 6 tdak ada kuliah';;05/11/18 10.24;s1tm;0
b'@SoloistAkut @Imambrw @anandasjasmin fix bgt';;05/11/18 10.24;Dimasdimboo;0
b'@jisass_ Alhamdulillah selesai, Ki. \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9';;05/11/18 10.24;elmairachi;0
b'@gusty_nauval Wkwkwk niat';Pasar Minggu;05/11/18 10.24;rambombaow;0
b'@anafauziaa u makan cilok aja ga ajak2 \xf0\x9f\x98\x92';;05/11/18 10.24;vika_fiana;0
b'Guys,ada info tentang kopi yang menarik,kunjungi link ini dan like ya, https://t.co/kjzP08xrdh \n#CitaRasaTakTerlupakan';;05/11/18 10.24;KueNyonya;0
b'@blinked_app world\xe2\x80\x99s first blockchain-based social media platform for recommendations that drives up to 90 percent of advertising revenue to users https://t.co/5PaRQPYu5a\n#Blinked #ICO #marketplace #cryptocurrency #TokenSale #Crypto #blockchain #socialnetwork #smallbusiness';;05/11/18 10.24;HoldYourColors;0
b'Kecerdasan emosi yang dimiliki oleh orang sukses https://t.co/C44KbAv5fJ';;05/11/18 10.24;foxmediacaraka;0
b'@rlthingy Iya bener nder ):';;05/11/18 10.24;lknlit;0
b'7 Keharusan Bisnis \n\nyang diingat \n#iklan';;05/11/18 10.24;ILYAS_AFSOH;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.24;PuputAstrian;0
b'Tempat terindah, ternyaman: rumah sendiri.';;05/11/18 10.24;ssyad;0
b'@apriliaNRL mendung itu bisa karena rindu hujan, atau rindu sang pujaan~';;05/11/18 10.24;ndisastraa;0
b'@Nadila_JKT48 Semangka dan nanas\nYg pasti anti bgt ama duren \xf0\x9f\x99\x85';;05/11/18 10.24;FR92__;0
"b'Love Lies - Khalid &amp; Normani #NowPlaying #IstaraFM [17:24 wib]'";;05/11/18 10.24;istarafm;0
b'@Siskaayl Seperti berkat kondangan';;05/11/18 10.24;m_dhoni_f;0
b'@chaesarios mantap bisa foto bareng sama Rossi.';;05/11/18 10.24;aerbe;0
b'@TirtoID disingkat migrain \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';;05/11/18 10.24;mutiara_yl;0
b'Hahahaha setuju https://t.co/VE2BO7jGfv';;05/11/18 10.24;SalmanRealpijit;0
"b""@darlingvyvi badai parah mama yg ini :'))""";Coblong;05/11/18 10.24;biskuitmilna;0
b'[WHAFF LOCKER]\nSrihajarwatiningsi has invited you to WHAFF LOCKER!\n\nDownload WHAFF LOCKER,\nput the invitation code : [ KF59684 ] and get $0.300!!!\nhttps://t.co/hzprHjKlOO';;05/11/18 10.24;SriHN_Lilly;0
b'@kinanfris Oalah itu namanya gor pasming? Gua kira punya unindr4 selama ini gua salah ngomong dong wkwk';;05/11/18 10.24;aw2funny;0
b'@ShoutOut3Sub || Lee Yeonwoo.';;05/11/18 10.24;humanixty;0
b'Mau memanipulasi atau mengisnpirasi?';;05/11/18 10.24;BIF_11;0
b'Paket data aku berkurang tiap WA kamu, tp kok cinta nya nambah terus ya? #SeninJempol';;05/11/18 10.24;rudhin24;0
b'@masgathut @FebrianiFajar Maksudte Febe iku enakdek';;05/11/18 10.24;radenmasdimas__;0
b'@dianWP7 Goro2 mbak mita iki';;05/11/18 10.24;deviseptiana_15;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.24;PopySopia12;0
b'jimin trending\n\niya bener\njimin oh jimin';;05/11/18 10.24;ernstdnd;0
b'@Lynnexol Lol im not that smart but please don\xe2\x80\x99t be that stupid';;05/11/18 10.24;raniasjung;0
b'@indomymenfess @BTS_twt HMU \xf0\x9f\x98\x94\xf0\x9f\xa4\x99';;05/11/18 10.24;jwikookoo;0
b'\xe2\xad\x95 *SIARAN KAJIAN BERSAMA ARTVISI* \xe2\xad\x95\n\xf0\x9f\x8e\xa5 Asosiasi Radio Televisi Islam Indonesia \xf0\x9f\x8e\x99\n\n\xf0\x9f\x93\xa1 Jangan Anda lewatkan, Talk Show Religi, yang InsyaAllah akan disiarkan langsung bersama puluhan lembaga penyiaran, yang tergabung dalam ARTVISI (Asosiasi Radio... https://t.co/IqZqxUubgU';;05/11/18 10.24;radiomuslim837;0
b'@lintanglestari_ Elu juga loser kan';;05/11/18 10.24;Dharmawanhw;0
b'Dalam masa kepenulisan Enid Blyton (1922-1968), ia telah menulis lebih dari 750 judul buku populer yang telah diterjemahkan ke dalam lebih dari 90 bahasa di dunia dan terjual lebih dari\xe2\x80\xa6 https://t.co/c1d5lNYBtf';;05/11/18 10.24;enny_bundazidan;0
"b""@educationfess Tetep semangat, nothing isn't possible if you want to try to change""";;05/11/18 10.24;bella_ainayah17;0
b'*::::         MAGMA-VAR         ::::*\n*:: Volcanic Activity Report ::*\n\n*LAPORAN AKTIVITAS GUNUNGAPI*\n\n*PERIODE PENGAMATAN*\n05-11-2018 12:00-18:00\xe2\x80\xa6 https://t.co/uFoaXT3zs3';;05/11/18 10.24;cho_hamsyonk;0
b'https://t.co/xHnwpzYeCi';;05/11/18 10.24;TeresiaAvila;0
b'@sekhafaa Aku butuh antibiotik';;05/11/18 10.24;radio_korslet;0
b'Oiks: ahahaha catch me, iwa-chan!\nIwa: stop fooling around, shittykawa!\n\nbokuto: oya\nKuroo: oya\nbokuto + kuroo (together): oyaoyaoya https://t.co/dJI32cMBBX';;05/11/18 10.24;deboramelina;0
b'@aldikewn Sama-sama ya.';;05/11/18 10.24;fbajri;0
b'@zkflsk22 Loh kita samaan\xf0\x9f\x98\x82';;05/11/18 10.24;cheonllai;0
b'@rlthingy2 @indahstggg Ayo.';;05/11/18 10.24;mukhsinpro;0
b'* #KoalisiPraBohong #KoalisiAsalBacot !*    https://t.co/dnlTeE0OLg';;05/11/18 10.24;semiaji_w;1
b'@Iva_Indria_Wati Ngewee booolna';;05/11/18 10.24;Boilerwaygmail1;0
"b'\xf0\x9f\x92\xaf% Original BNIB &amp; Real Picture\nNew Balance U520AJ Black/ White\n.\nSize :\n40 eur | 25 cm\n.\n\xe2\x9d\x8cRetail Price : IDR 1.199.000\n\xe2\x9c\x94\xef\xb8\x8fTvnstore Price : IDR 499.000\n.\n100% Original BNIB &amp; Full Set\nMade\xe2\x80\xa6 https://t.co/Vms4f7C9gl'";Pondok Aren;05/11/18 10.24;bagushadi;0
b'Jd inget un tahun ini gamodal samsek :( buku un minta sama kak hana, un 2017 yampon :(';;05/11/18 10.24;dikeaseilla;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.24;OhRustii;0
b'@ainuuun_ Tp klau di liat kebelakang(?) Hampir kayak shinee sih cuma bedanya shinee udah debut hampir 6 tahun baru diksih kepercayaan ke taemin dulu';;05/11/18 10.24;rainybluee;0
b'@knissa_15 Gimana caranya he';;05/11/18 10.24;sayacapeksekali;0
b'Orasi Ilmiah Megawati Soekarnoputri dalam penganugerahan gelar Doktor Honoris Causa Bidang Diplomasi Ekonomi dari Fujian Normal University\n\nhttps://t.co/GEsrG8BzZB';Cibitung;05/11/18 10.24;PDI_Perjuangan;0
b'Kalau apa yg kita pilih dan lakukan tidak membanggakan orang-orang di sekitar. \nTak masalah.\nYg penting tidak merugikan mereka.';;05/11/18 10.24;Kinah_D;0
b'@auliyakhumar @bkdjatengprov @BKNgoid Betul legowo dan coba lagi tahun depan atau peluang lain masih terbuka lebar';Sukawati;05/11/18 10.24;Arim_Benzena;0
b'@adeuny Wah apaan nih? Jadi kepo saya. Ke IG ah. Hidup berkarya';;05/11/18 10.24;dian_ismy;0
b'@HanYianh @PopCrush @BTS_twt Ntar daddy pake kage bunshin nojutsu biar banyaaak hahaah';;05/11/18 10.24;Minsuu9;0
"b'""Aku sedang marah dengan sepasang lengan ini, yang dulu sempat memelukmu"" \xf0\x9f\x98\xa2 https://t.co/RlBOlXdcpe'";;05/11/18 10.24;kiranaagn;0
b'@dnzmhr1881 G\xc3\xbcnayd\xc4\xb1n\xf0\x9f\x98\x84\xf0\x9f\x98\x84';;05/11/18 10.24;ar_zza;0
"b'""Kalau nama sudah (disiapkan), kalau perempuan depannya harus M, kalau laki-laki depannya harus D""\n\nhttps://t.co/cLnEIHOYji.'";;05/11/18 10.24;kompascom;0
b'@sayangkjd Gracias \xf0\x9f\x98\x84';;05/11/18 10.24;Arana68194317;0
b'@starrychoo torn between laughing and crying';;05/11/18 10.24;jenniespiercing;0
b'Ku payah dalam membuat ppt';;05/11/18 10.24;Fifirara392;0
b'B-O-T.';;05/11/18 10.24;kkrryyssttaalll;0
b'@ShintaR78 @changsikiy26 Terbaik pokok. Kalau sama beginian.. Aku terdepan.. Wkwkkw';;05/11/18 10.24;IndahJonarga;0
b'@Rafdie Haha iyasih';;05/11/18 10.24;emfatmh;0
"b""@allaboutJJY Such famous waiter. Soon he'll debut as celebrity \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3""";;05/11/18 10.24;June_iel;0
b'Gue posting foto bayi niatnya pamer dpr ponakan baru. Eehh kok malah banyak yg nyuruh gue punya anak lagi.\nDikira lahirin anak itu segampang buang ludah \xf0\x9f\x98\x82';;05/11/18 10.24;MrsNahdan;0
b'Berperikemanusiaan itu mudah, cukup memanusiakan manusia lainnya';;05/11/18 10.24;SelisaFatimah;0
b'Hari #SeninJempol https://t.co/3hk0iFs1yn';;05/11/18 10.24;Awan_publica;0
b'@AMarshelina @BTS_twt Gemay:(';;05/11/18 10.24;siltaehyungie;0
b'Do what makes you happy. Not what society has told you will make you happy \xf0\x9f\x90\x87 @ Kemang Jakarta Selatan.... https://t.co/TFfYt05ff6';Kebayoran Lama;05/11/18 10.24;FebrianaaTina;0
b'@joxzin_jogja Sok atuh mang diantos jagongan na lah';;05/11/18 10.24;hylzan061216;0
b'@1stOSEHUN kedenggol gue tar';;05/11/18 10.24;1stKMINGYU;0
b'@mandiricard #mandiripromo';;05/11/18 10.24;marthin_manalu1;0
b'Demi mengenang mantan yang telah move  on mendahului kita, marilah kita hening cipta sejenak.\n#SeninJempol';;05/11/18 10.24;Nurull_Badree;0
b'@GilHammond thanks Gil \xf0\x9f\x98\x8e';;05/11/18 10.24;MegP4;0
b'@SCTV_ #SA4 OCHI ROSDIANA';;05/11/18 10.24;ilmatkjb;0
b'GAK AKAN BERHENTI SEBELUM DI FOLLBACK esasigit !!!!!!!!!!!!!!!!';;05/11/18 10.24;LyynZee_;0
b'@7bts__update @BTS_twt eonnn @7bts__update';;05/11/18 10.24;dpvanny9_;0
b'@officialvpc Bissmilah \xf0\x9f\x99\x8f';;05/11/18 10.24;denggoliqbal;0
b'Kirain HP nya yang eror, ternyata perasaan ku yang trouble.';;05/11/18 10.24;fi_bugenfil;0
b'Day 1';;05/11/18 10.24;ficky_48;0
b'@Bhupendrainau hai??';;05/11/18 10.24;ur_nayrii;0
b'Seperti dipanggil untuk berkunjung kembali. Ada apa dengan gedung-gedung tua di sini?';Yogyakarta;05/11/18 10.24;noveniaraditta;0
b'Kurt Cobain menulis lebih dari 100 lagu untuk Nirvana grup bandnya, yang masih belum dirilis ke publik.';;05/11/18 10.24;sekilasfakta_;0
b'Sering ini. Hiks https://t.co/g7DAo9z8xu';;05/11/18 10.24;jujuniaa13;0
b'@dkaikaokan Mata lu genit sih.... apa aja dibeli wkwk ogeb';;05/11/18 10.24;rizkiriendi;0
b'@nctzenhalu LANJUTIN DONG';;05/11/18 10.24;Love_by_L;0
b'wa ini gw mau sih. https://t.co/t6YE3c5mSt';;05/11/18 10.24;nabun;0
b'@kilasansenja Hng. Kecium aura nya kan.';;05/11/18 10.24;radindinc;0
b'@addiems Ngak usa diladeni masi @addiems mgkin mereka islam tpi hatix tidak tentram...';;05/11/18 10.24;ridhojaim;0
b'Ternyata mkn ama dadar di ksh kecap enak jg';;05/11/18 10.24;Ramdhan06339493;0
"b'Apa iya islam seribet itu\nKalau nanya orng jwbnya ""kamu masih ngejar dunia sih, jdiprintah Allah itu berat kamu ikuti, coba jadikanlah Akhirat Sebagai Niatmu""\nPrasan hadist yg gue pertanyakan, deh bukan perintah Allah.Apa semua ulama itu mulia, namanya aja baru dengar'";;05/11/18 10.24;prideuxsar;0
b'Hari ini perdana kuliah setelah kelar UTS. Dan setiap makulnya pasti dosen yang ngajar itu ganti. Dan sore ini sukses dibuat tegang sekelas sama makul ini. Gimana engga, dosen bakal nunjuk kasih pertanyaan ke mahasiswa dan mahasiswa kudu jawab. Bener ga bener kudu jawab.';;05/11/18 10.24;pudyands98;0
b'@Aryprasetyo85 @KemenDesa @jokowi @hariadhi @enylove2 @FaGtng @AlvinoLulu Tuh para kades';;05/11/18 10.24;aridprass;0
"b'Don\'t want to know another kiss, no other name falling off my lips...\nDon\'t want to give my heart away to another stranger... \xf0\x9f\x8e\xb6\n\n((( ngerti banget kan liriknya, i dont give my heart to ""stranger"" )))'";;05/11/18 10.24;aiyzhetasiyo;0
b'@lNDOMY @BTS_twt OKS MAS \xf0\x9f\x8c\x9a\xf0\x9f\x98\x8d';;05/11/18 10.24;sasaroycomiwon;0
b'@askmenfess bersyukur sayang bersyukur.';;05/11/18 10.24;sayangjongdae;0
b'@_Richo_ Serius kau Papua, om? Papua mana?';;05/11/18 10.24;farkhanrmdn;0
